zone,crop,planting_month,planting_month_name,harvest_month,harvest_month_name,rainfall_reliability_score,phase,activity,start_week_offset,end_week_offset,approx_start_month,approx_end_month,approx_start_month_num,activity_notes
South South,Oil palm fruit,2,Feb,2,Feb,0.9,PRE_PLANTING,Land clearing and holing,-2,-1,Jan,Jan,1,Clear undergrowth; dig 60×60×60cm holes; apply rock phos
South South,Oil palm fruit,2,Feb,2,Feb,0.9,PLANTING,Transplanting seedlings,0,0,Feb,Feb,2,Plant 18-month seedlings at 9×9m triangular; mulch basin
South South,Oil palm fruit,2,Feb,2,Feb,0.9,EARLY_GROWTH,Establishment weeding,2,4,Feb,Mar,2,Circle weed monthly for first 2 years
South South,Oil palm fruit,2,Feb,2,Feb,0.9,EARLY_GROWTH,Cover crop establishment,2,8,Feb,Apr,2,Sow Pueraria cover between palms to suppress weeds
South South,Oil palm fruit,2,Feb,2,Feb,0.9,VEGETATIVE,First year fertilizer,12,12,May,May,5,Muriate of Potash + Urea at 12 months per palm
South South,Oil palm fruit,2,Feb,2,Feb,0.9,VEGETATIVE,Frond management,16,20,Jun,Jul,6,Remove oldest fronds; do not over-prune
South South,Oil palm fruit,2,Feb,2,Feb,0.9,VEGETATIVE,Second year fertilizer,24,24,Aug,Aug,8,Full NPK per palm at year 2
South South,Oil palm fruit,2,Feb,2,Feb,0.9,REPRODUCTIVE,First bunch monitoring (yr 3+),36,52,Nov,Mar,11,Count bunches; thin excess in first bearing year
South South,Oil palm fruit,2,Feb,2,Feb,0.9,REPRODUCTIVE,Bunch harvest cycle begins,40,52,Dec,Mar,12,Harvest ripe bunches every 10–14 days
South South,Oil palm fruit,2,Feb,2,Feb,0.9,HARVEST,Ongoing bunch harvesting,40,52,Dec,Mar,12,Use harvesting chisel; harvest at black fruit threshold
South South,Oil palm fruit,2,Feb,2,Feb,0.9,POST_HARVEST,FFB transport and processing,40,52,Dec,Mar,12,Transport within 24hrs to avoid FFA rise
South South,Rice (paddy),3,Mar,8,Aug,0.9,PRE_PLANTING,Nursery bed preparation,-4,-4,Feb,Feb,2,Prepare raised nursery bed 1×10m per ha field
South South,Rice (paddy),3,Mar,8,Aug,0.9,PRE_PLANTING,Seed soaking and pregermination,-3,-3,Feb,Feb,2,Soak 24hr; drain 24hr; sow at pin-point germination
South South,Rice (paddy),3,Mar,8,Aug,0.9,PRE_PLANTING,Nursery seeding,-3,-2,Feb,Feb,2,Broadcast 40g/m² in nursery; flood to 2cm depth
South South,Rice (paddy),3,Mar,8,Aug,0.9,PRE_PLANTING,Land puddling and bund construction,-2,-1,Feb,Feb,2,Puddle field; form bunds to retain water
South South,Rice (paddy),3,Mar,8,Aug,0.9,PLANTING,Transplanting,0,1,Mar,Mar,3,Transplant 3-week-old seedlings; 2–3 per hill; 20×20cm
South South,Rice (paddy),3,Mar,8,Aug,0.9,EARLY_GROWTH,Flood management,1,3,Mar,Mar,3,Maintain 5cm flood depth; drain for weeding
South South,Rice (paddy),3,Mar,8,Aug,0.9,EARLY_GROWTH,First weeding (drain and hand-weed),2,3,Mar,Mar,3,Drain field; weed; re-flood within 24hrs
South South,Rice (paddy),3,Mar,8,Aug,0.9,VEGETATIVE,First fertilizer application (NPK),3,3,Mar,Mar,3,Apply before re-flooding; broadcast and flood
South South,Rice (paddy),3,Mar,8,Aug,0.9,VEGETATIVE,Pest scouting — stem borer and BPH,4,10,Apr,May,4,Scout twice weekly; avoid broad-spectrum at tillering
South South,Rice (paddy),3,Mar,8,Aug,0.9,VEGETATIVE,Second weeding or herbicide,5,6,Apr,Apr,4,Post-emergence herbicide or drain-and-hoe
South South,Rice (paddy),3,Mar,8,Aug,0.9,REPRODUCTIVE,Second fertilizer — Urea at panicle,8,8,May,May,5,Panicle initiation top-dress; drain 3 days before
South South,Rice (paddy),3,Mar,8,Aug,0.9,REPRODUCTIVE,Water management at flowering,9,11,May,May,5,Maintain 5cm flood; critical for pollination
South South,Rice (paddy),3,Mar,8,Aug,0.9,PRE_HARVEST,Drain field and maturity check,13,14,Jun,Jun,6,Drain 2 weeks before harvest; check grain moisture
South South,Rice (paddy),3,Mar,8,Aug,0.9,HARVEST,Harvesting and threshing,14,16,Jun,Jul,6,Harvest at <25% moisture; thresh within 24hrs
South South,Rice (paddy),3,Mar,8,Aug,0.9,POST_HARVEST,Drying and milling preparation,16,18,Jul,Jul,7,Sun-dry to <14%; bag for milling or storage
South South,Sorghum,2,Feb,7,Jul,0.9,PRE_PLANTING,Land clearing and tillage,-4,-3,Jan,Jan,1,Minimum tillage acceptable; remove previous stubble
South South,Sorghum,2,Feb,7,Jul,0.9,PRE_PLANTING,Input procurement,-2,-1,Jan,Jan,1,"Procure certified seed, NPK fertilizer"
South South,Sorghum,2,Feb,7,Jul,0.9,PLANTING,Sowing,0,0,Feb,Feb,2,Drill or spot sow; 75×20cm; thin to 1 plant at 2 WAP
South South,Sorghum,2,Feb,7,Jul,0.9,EARLY_GROWTH,Thinning and gap filling,2,3,Feb,Feb,2,Thin to 1 seedling/hole; fill gaps with reserve seed
South South,Sorghum,2,Feb,7,Jul,0.9,VEGETATIVE,"Pest scouting — shoot fly, aphids",2,10,Feb,Apr,2,Scout weekly; apply systemic insecticide at threshold
South South,Sorghum,2,Feb,7,Jul,0.9,EARLY_GROWTH,First weeding,3,5,Feb,Mar,2,Critical period; weed before 4 WAP
South South,Sorghum,2,Feb,7,Jul,0.9,VEGETATIVE,Fertilizer application,5,5,Mar,Mar,3,NPK at 5 WAP; side-dress; avoid waterlogging
South South,Sorghum,2,Feb,7,Jul,0.9,VEGETATIVE,Second weeding,7,8,Mar,Apr,3,Before panicle initiation
South South,Sorghum,2,Feb,7,Jul,0.9,REPRODUCTIVE,Bird scare implementation,14,18,May,Jun,5,Continuous bird-scaring from grain filling to harvest
South South,Sorghum,2,Feb,7,Jul,0.9,REPRODUCTIVE,Mould monitoring,15,20,May,Jul,5,Check for grain mould in high-humidity zones
South South,Sorghum,2,Feb,7,Jul,0.9,PRE_HARVEST,Maturity assessment,18,20,Jun,Jul,6,Panicle colour and grain hardness check
South South,Sorghum,2,Feb,7,Jul,0.9,HARVEST,Harvesting,20,21,Jul,Jul,7,Cut panicles; head by head; avoid shattering
South South,Sorghum,2,Feb,7,Jul,0.9,POST_HARVEST,Threshing and drying,21,22,Jul,Jul,7,Sun-dry to <12% moisture; bag in hermetic storage
South South,Yam,1,Jan,8,Aug,0.9,PRE_PLANTING,Mound construction,-4,-3,Dec,Dec,12,Form 1×1m mounds 30–50cm high before rains; labour-intensive
South South,Yam,1,Jan,8,Aug,0.9,PRE_PLANTING,Seed yam sett preparation,-3,-2,Dec,Dec,12,Cut setts 150–200g; dust with fungicide/ash; cure 7 days
South South,Yam,1,Jan,8,Aug,0.9,PRE_PLANTING,Staking material procurement,-2,-1,Dec,Dec,12,"Procure 5,000 stakes/ha; pre-plant before sowing"
South South,Yam,1,Jan,8,Aug,0.9,PLANTING,Planting seed yam setts,0,0,Jan,Jan,1,Plant on top of mound; 5cm depth; 1 sett/mound
South South,Yam,1,Jan,8,Aug,0.9,EARLY_GROWTH,Staking young vines,3,4,Jan,Feb,1,Stake vines at 3–4 WAP to prevent lodging
South South,Yam,1,Jan,8,Aug,0.9,EARLY_GROWTH,First weeding,3,5,Jan,Feb,1,Hand weed; avoid disturbing tuber zone
South South,Yam,1,Jan,8,Aug,0.9,VEGETATIVE,First fertilizer application,6,6,Feb,Feb,2,NPK 15:15:15 at 6 WAP; side-dress around mound
South South,Yam,1,Jan,8,Aug,0.9,VEGETATIVE,Pest scouting — yam mosaic virus,6,20,Feb,Jun,2,Scout weekly; rogue infected vines immediately
South South,Yam,1,Jan,8,Aug,0.9,VEGETATIVE,Second weeding,8,10,Mar,Mar,3,Critical for tuber bulking; avoid root disturbance
South South,Yam,1,Jan,8,Aug,0.9,VEGETATIVE,Second fertilizer application,10,10,Mar,Mar,3,Muriate of Potash for tuber quality
South South,Yam,1,Jan,8,Aug,0.9,REPRODUCTIVE,Tuber monitoring,20,28,Jun,Aug,6,Observe vine senescence; partial harvest possible
South South,Yam,1,Jan,8,Aug,0.9,PRE_HARVEST,Vine senescence assessment,26,28,Jul,Aug,7,80% vine dry-down indicates harvest readiness
South South,Yam,1,Jan,8,Aug,0.9,HARVEST,Harvesting and destaking,28,30,Aug,Aug,8,Manual dig; avoid cuts; destake before lifting
South South,Yam,1,Jan,8,Aug,0.9,POST_HARVEST,Barn storage or yam barn construction,30,32,Aug,Sep,8,Stack in shaded barn; inspect monthly for rot
South West,Cassava,3,Mar,1,Jan,0.872,PRE_PLANTING,Land clearing and primary tillage,-4,-3,Feb,Feb,2,Remove stumps; plough to 30cm depth
South West,Cassava,3,Mar,1,Jan,0.872,PRE_PLANTING,Stem cutting procurement and curing,-2,-1,Feb,Feb,2,Select disease-free cuttings 25cm long; cure 3–5 days
South West,Cassava,3,Mar,1,Jan,0.872,PRE_PLANTING,Mound or ridge formation,-1,0,Feb,Mar,2,Form ridges 30cm high; spacing 1×1m
South West,Cassava,3,Mar,1,Jan,0.872,PLANTING,Planting stem cuttings,0,0,Mar,Mar,3,"Plant at 45° angle, 2/3 buried; 10,000 cuttings/ha"
South West,Cassava,3,Mar,1,Jan,0.872,EARLY_GROWTH,Gap filling,2,3,Mar,Mar,3,Replace failed cuttings before canopy closure
South West,Cassava,3,Mar,1,Jan,0.872,EARLY_GROWTH,First weeding,4,6,Apr,Apr,4,Critical period: weed-free first 3 months
South West,Cassava,3,Mar,1,Jan,0.872,VEGETATIVE,First fertilizer application,8,8,May,May,5,NPK 15:15:15 at 2 months; place 10cm from stem
South West,Cassava,3,Mar,1,Jan,0.872,VEGETATIVE,Pest scouting — whitefly and CMD,8,20,May,Aug,5,Scout fortnightly; rogue CMV-infected plants
South West,Cassava,3,Mar,1,Jan,0.872,VEGETATIVE,Second weeding,10,12,May,Jun,5,Before secondary canopy closure
South West,Cassava,3,Mar,1,Jan,0.872,VEGETATIVE,Second fertilizer application,16,16,Jul,Jul,7,Potassium sulphate at 4 months for tuber bulking
South West,Cassava,3,Mar,1,Jan,0.872,REPRODUCTIVE,Tuber bulking monitoring,24,36,Sep,Dec,9,Monitor canopy colour; yellowing = nutrient stress
South West,Cassava,3,Mar,1,Jan,0.872,PRE_HARVEST,Maturity assessment,36,40,Dec,Jan,12,Check HCN content if bitter variety; test tuber size
South West,Cassava,3,Mar,1,Jan,0.872,HARVEST,Harvesting,40,44,Jan,Feb,1,Mechanical or manual uprooting; avoid tuber damage
South West,Cassava,3,Mar,1,Jan,0.872,POST_HARVEST,Processing or storage,44,48,Feb,Mar,2,Process within 24–48hrs (perishable); or wax-coat
South West,Cassava,3,Mar,1,Jan,0.872,POST_HARVEST,Field ratoon or new land prep,44,52,Feb,Apr,2,For ratoon crop: cut stems to 50cm; fertilize
South West,Cocoa beans,3,Mar,11,Nov,0.872,PRE_PLANTING,Nursery pod selection and seeding,-12,-8,Dec,Jan,12,Select pods from high-yielding trees; sow in poly bags
South West,Cocoa beans,3,Mar,11,Nov,0.872,PRE_PLANTING,Shade tree establishment,-8,-4,Jan,Feb,1,Plant plantain or Gliricidia as temporary shade
South West,Cocoa beans,3,Mar,11,Nov,0.872,PRE_PLANTING,Land preparation and pegging,-4,-2,Feb,Feb,2,Peg holes at 3×3m; apply basal fertilizer
South West,Cocoa beans,3,Mar,11,Nov,0.872,PLANTING,Transplanting cocoa seedlings,0,0,Mar,Mar,3,Transplant 4–6 month seedlings; plant under shade
South West,Cocoa beans,3,Mar,11,Nov,0.872,EARLY_GROWTH,Mulching and establishment care,1,8,Mar,May,3,Mulch basin; water if dry; control weeds by hand
South West,Cocoa beans,3,Mar,11,Nov,0.872,VEGETATIVE,Shade management,8,16,May,Jul,5,Gradually reduce shade as canopy develops
South West,Cocoa beans,3,Mar,11,Nov,0.872,VEGETATIVE,Fertilizer application,12,12,Jun,Jun,6,NPK at 12 months; apply in ring 30cm from stem
South West,Cocoa beans,3,Mar,11,Nov,0.872,VEGETATIVE,Black pod disease scouting,12,32,Jun,Nov,6,Spray copper fungicide at 2-week intervals in wet season
South West,Cocoa beans,3,Mar,11,Nov,0.872,VEGETATIVE,Pruning — jorquette formation,16,20,Jul,Aug,7,Shape jorquette; remove chupons and dead wood
South West,Cocoa beans,3,Mar,11,Nov,0.872,REPRODUCTIVE,Flushing and flowering monitoring,24,32,Sep,Nov,9,Ensure good shade; remove mummified pods
South West,Cocoa beans,3,Mar,11,Nov,0.872,REPRODUCTIVE,Cherelle wilt assessment,28,36,Oct,Dec,10,Normal to lose 80% of chereelles; do not panic
South West,Cocoa beans,3,Mar,11,Nov,0.872,HARVEST,Pod breaking and bean extraction,36,44,Dec,Feb,12,Harvest yellow/orange pods; extract beans same day
South West,Cocoa beans,3,Mar,11,Nov,0.872,POST_HARVEST,Fermentation,36,37,Dec,Dec,12,Ferment 5–6 days in boxes; turn daily from day 2
South West,Cocoa beans,3,Mar,11,Nov,0.872,POST_HARVEST,Drying and grading,37,38,Dec,Dec,12,Sun-dry to 7.5% moisture; grade and bag 62.5kg
South West,Maize,3,Mar,7,Jul,0.872,PRE_PLANTING,Land clearing and ploughing,-4,-3,Feb,Feb,2,Deep tillage 20–25cm; remove crop residues
South West,Maize,3,Mar,7,Jul,0.872,PRE_PLANTING,Soil testing and input procurement,-3,-2,Feb,Feb,2,"Procure certified seed, NPK 15:15:15, herbicide"
South West,Maize,3,Mar,7,Jul,0.872,PRE_PLANTING,Harrowing and ridging,-2,-1,Feb,Feb,2,Final seedbed preparation; form ridges or flat bed
South West,Maize,3,Mar,7,Jul,0.872,PLANTING,Sowing,0,0,Mar,Mar,3,2–3 seeds/hole at 75×25cm spacing; thin to 1 plant
South West,Maize,3,Mar,7,Jul,0.872,EARLY_GROWTH,Pre-emergence herbicide application,1,1,Mar,Mar,3,Apply within 3 days of planting on moist soil
South West,Maize,3,Mar,7,Jul,0.872,EARLY_GROWTH,Gap filling,2,2,Mar,Mar,3,Replace failed stands; maintain plant population
South West,Maize,3,Mar,7,Jul,0.872,EARLY_GROWTH,First weeding,3,4,Mar,Apr,3,Hand-hoe or post-emergence herbicide at 3 WAP
South West,Maize,3,Mar,7,Jul,0.872,VEGETATIVE,First fertilizer application (NPK),4,4,Apr,Apr,4,Apply NPK 15:15:15 at 4 WAP; side-dress and cover
South West,Maize,3,Mar,7,Jul,0.872,VEGETATIVE,Pest scouting — stem borer,5,8,Apr,May,4,Scout weekly; apply insecticide at threshold
South West,Maize,3,Mar,7,Jul,0.872,VEGETATIVE,Second weeding,6,7,Apr,Apr,4,Before canopy closure; critical for yield protection
South West,Maize,3,Mar,7,Jul,0.872,REPRODUCTIVE,Second fertilizer application (Urea),8,8,May,May,5,Urea top-dress at tasselling; do not fold into leaves
South West,Maize,3,Mar,7,Jul,0.872,REPRODUCTIVE,Fall armyworm scouting,8,12,May,Jun,5,High-risk period; apply biopesticide if threshold met
South West,Maize,3,Mar,7,Jul,0.872,REPRODUCTIVE,Pollination monitoring,9,10,May,May,5,Ensure good silk coverage; no pesticide during silking
South West,Maize,3,Mar,7,Jul,0.872,PRE_HARVEST,Maturity assessment,14,15,Jun,Jun,6,Check husk colour and grain hardness; moisture <25%
South West,Maize,3,Mar,7,Jul,0.872,HARVEST,Harvesting and field drying,15,16,Jun,Jul,6,Snap cobs; sun-dry to <13% moisture for storage
South West,Maize,3,Mar,7,Jul,0.872,POST_HARVEST,Shelling and bagging,16,17,Jul,Jul,7,Shell when dry; use hermetic bags for storage
South West,Maize,3,Mar,7,Jul,0.872,POST_HARVEST,Field cleanup and compost preparation,17,18,Jul,Jul,7,Incorporate stover; prepare compost pit for off-season
South West,Oil palm fruit,3,Mar,3,Mar,0.872,PRE_PLANTING,Pre-nursery preparation,-8,-6,Jan,Jan,1,Germinate seeds; transfer to pre-nursery at 3 months
South West,Oil palm fruit,3,Mar,3,Mar,0.872,PRE_PLANTING,Main nursery,-6,-1,Jan,Feb,1,Grow in main nursery 12 months; harden off before planting
South West,Oil palm fruit,3,Mar,3,Mar,0.872,PRE_PLANTING,Land clearing and holing,-2,-1,Feb,Feb,2,Clear undergrowth; dig 60×60×60cm holes; apply rock phos
South West,Oil palm fruit,3,Mar,3,Mar,0.872,PLANTING,Transplanting seedlings,0,0,Mar,Mar,3,Plant 18-month seedlings at 9×9m triangular; mulch basin
South West,Oil palm fruit,3,Mar,3,Mar,0.872,EARLY_GROWTH,Establishment weeding,2,4,Mar,Apr,3,Circle weed monthly for first 2 years
South West,Oil palm fruit,3,Mar,3,Mar,0.872,EARLY_GROWTH,Cover crop establishment,2,8,Mar,May,3,Sow Pueraria cover between palms to suppress weeds
South West,Oil palm fruit,3,Mar,3,Mar,0.872,VEGETATIVE,First year fertilizer,12,12,Jun,Jun,6,Muriate of Potash + Urea at 12 months per palm
South West,Oil palm fruit,3,Mar,3,Mar,0.872,VEGETATIVE,Frond management,16,20,Jul,Aug,7,Remove oldest fronds; do not over-prune
South West,Oil palm fruit,3,Mar,3,Mar,0.872,VEGETATIVE,Second year fertilizer,24,24,Sep,Sep,9,Full NPK per palm at year 2
South West,Oil palm fruit,3,Mar,3,Mar,0.872,REPRODUCTIVE,First bunch monitoring (yr 3+),36,52,Dec,Apr,12,Count bunches; thin excess in first bearing year
South West,Oil palm fruit,3,Mar,3,Mar,0.872,REPRODUCTIVE,Bunch harvest cycle begins,40,52,Jan,Apr,1,Harvest ripe bunches every 10–14 days
South West,Oil palm fruit,3,Mar,3,Mar,0.872,HARVEST,Ongoing bunch harvesting,40,52,Jan,Apr,1,Use harvesting chisel; harvest at black fruit threshold
South West,Oil palm fruit,3,Mar,3,Mar,0.872,POST_HARVEST,FFB transport and processing,40,52,Jan,Apr,1,Transport within 24hrs to avoid FFA rise
South West,Rice (paddy),4,Apr,9,Sep,0.872,PRE_PLANTING,Nursery bed preparation,-4,-4,Mar,Mar,3,Prepare raised nursery bed 1×10m per ha field
South West,Rice (paddy),4,Apr,9,Sep,0.872,PRE_PLANTING,Seed soaking and pregermination,-3,-3,Mar,Mar,3,Soak 24hr; drain 24hr; sow at pin-point germination
South West,Rice (paddy),4,Apr,9,Sep,0.872,PRE_PLANTING,Nursery seeding,-3,-2,Mar,Mar,3,Broadcast 40g/m² in nursery; flood to 2cm depth
South West,Rice (paddy),4,Apr,9,Sep,0.872,PRE_PLANTING,Land puddling and bund construction,-2,-1,Mar,Mar,3,Puddle field; form bunds to retain water
South West,Rice (paddy),4,Apr,9,Sep,0.872,PLANTING,Transplanting,0,1,Apr,Apr,4,Transplant 3-week-old seedlings; 2–3 per hill; 20×20cm
South West,Rice (paddy),4,Apr,9,Sep,0.872,EARLY_GROWTH,Flood management,1,3,Apr,Apr,4,Maintain 5cm flood depth; drain for weeding
South West,Rice (paddy),4,Apr,9,Sep,0.872,EARLY_GROWTH,First weeding (drain and hand-weed),2,3,Apr,Apr,4,Drain field; weed; re-flood within 24hrs
South West,Rice (paddy),4,Apr,9,Sep,0.872,VEGETATIVE,First fertilizer application (NPK),3,3,Apr,Apr,4,Apply before re-flooding; broadcast and flood
South West,Rice (paddy),4,Apr,9,Sep,0.872,VEGETATIVE,Pest scouting — stem borer and BPH,4,10,May,Jun,5,Scout twice weekly; avoid broad-spectrum at tillering
South West,Rice (paddy),4,Apr,9,Sep,0.872,VEGETATIVE,Second weeding or herbicide,5,6,May,May,5,Post-emergence herbicide or drain-and-hoe
South West,Rice (paddy),4,Apr,9,Sep,0.872,REPRODUCTIVE,Second fertilizer — Urea at panicle,8,8,Jun,Jun,6,Panicle initiation top-dress; drain 3 days before
South West,Rice (paddy),4,Apr,9,Sep,0.872,REPRODUCTIVE,Water management at flowering,9,11,Jun,Jun,6,Maintain 5cm flood; critical for pollination
South West,Rice (paddy),4,Apr,9,Sep,0.872,PRE_HARVEST,Drain field and maturity check,13,14,Jul,Jul,7,Drain 2 weeks before harvest; check grain moisture
South West,Rice (paddy),4,Apr,9,Sep,0.872,HARVEST,Harvesting and threshing,14,16,Jul,Aug,7,Harvest at <25% moisture; thresh within 24hrs
South West,Rice (paddy),4,Apr,9,Sep,0.872,POST_HARVEST,Drying and milling preparation,16,18,Aug,Aug,8,Sun-dry to <14%; bag for milling or storage
South West,Sorghum,3,Mar,8,Aug,0.872,PRE_PLANTING,Land clearing and tillage,-4,-3,Feb,Feb,2,Minimum tillage acceptable; remove previous stubble
South West,Sorghum,3,Mar,8,Aug,0.872,PRE_PLANTING,Input procurement,-2,-1,Feb,Feb,2,"Procure certified seed, NPK fertilizer"
South West,Sorghum,3,Mar,8,Aug,0.872,PLANTING,Sowing,0,0,Mar,Mar,3,Drill or spot sow; 75×20cm; thin to 1 plant at 2 WAP
South West,Sorghum,3,Mar,8,Aug,0.872,EARLY_GROWTH,Thinning and gap filling,2,3,Mar,Mar,3,Thin to 1 seedling/hole; fill gaps with reserve seed
South West,Sorghum,3,Mar,8,Aug,0.872,VEGETATIVE,"Pest scouting — shoot fly, aphids",2,10,Mar,May,3,Scout weekly; apply systemic insecticide at threshold
South West,Sorghum,3,Mar,8,Aug,0.872,EARLY_GROWTH,First weeding,3,5,Mar,Apr,3,Critical period; weed before 4 WAP
South West,Sorghum,3,Mar,8,Aug,0.872,VEGETATIVE,Fertilizer application,5,5,Apr,Apr,4,NPK at 5 WAP; side-dress; avoid waterlogging
South West,Sorghum,3,Mar,8,Aug,0.872,VEGETATIVE,Second weeding,7,8,Apr,May,4,Before panicle initiation
South West,Sorghum,3,Mar,8,Aug,0.872,REPRODUCTIVE,Bird scare implementation,14,18,Jun,Jul,6,Continuous bird-scaring from grain filling to harvest
South West,Sorghum,3,Mar,8,Aug,0.872,REPRODUCTIVE,Mould monitoring,15,20,Jun,Aug,6,Check for grain mould in high-humidity zones
South West,Sorghum,3,Mar,8,Aug,0.872,PRE_HARVEST,Maturity assessment,18,20,Jul,Aug,7,Panicle colour and grain hardness check
South West,Sorghum,3,Mar,8,Aug,0.872,HARVEST,Harvesting,20,21,Aug,Aug,8,Cut panicles; head by head; avoid shattering
South West,Sorghum,3,Mar,8,Aug,0.872,POST_HARVEST,Threshing and drying,21,22,Aug,Aug,8,Sun-dry to <12% moisture; bag in hermetic storage
South West,Yam,2,Feb,9,Sep,0.872,PRE_PLANTING,Mound construction,-4,-3,Jan,Jan,1,Form 1×1m mounds 30–50cm high before rains; labour-intensive
South West,Yam,2,Feb,9,Sep,0.872,PRE_PLANTING,Seed yam sett preparation,-3,-2,Jan,Jan,1,Cut setts 150–200g; dust with fungicide/ash; cure 7 days
South West,Yam,2,Feb,9,Sep,0.872,PRE_PLANTING,Staking material procurement,-2,-1,Jan,Jan,1,"Procure 5,000 stakes/ha; pre-plant before sowing"
South West,Yam,2,Feb,9,Sep,0.872,PLANTING,Planting seed yam setts,0,0,Feb,Feb,2,Plant on top of mound; 5cm depth; 1 sett/mound
South West,Yam,2,Feb,9,Sep,0.872,EARLY_GROWTH,Staking young vines,3,4,Feb,Mar,2,Stake vines at 3–4 WAP to prevent lodging
South West,Yam,2,Feb,9,Sep,0.872,EARLY_GROWTH,First weeding,3,5,Feb,Mar,2,Hand weed; avoid disturbing tuber zone
South West,Yam,2,Feb,9,Sep,0.872,VEGETATIVE,First fertilizer application,6,6,Mar,Mar,3,NPK 15:15:15 at 6 WAP; side-dress around mound
South West,Yam,2,Feb,9,Sep,0.872,VEGETATIVE,Pest scouting — yam mosaic virus,6,20,Mar,Jul,3,Scout weekly; rogue infected vines immediately
South West,Yam,2,Feb,9,Sep,0.872,VEGETATIVE,Second weeding,8,10,Apr,Apr,4,Critical for tuber bulking; avoid root disturbance
South West,Yam,2,Feb,9,Sep,0.872,VEGETATIVE,Second fertilizer application,10,10,Apr,Apr,4,Muriate of Potash for tuber quality
South West,Yam,2,Feb,9,Sep,0.872,REPRODUCTIVE,Tuber monitoring,20,28,Jul,Sep,7,Observe vine senescence; partial harvest possible
South West,Yam,2,Feb,9,Sep,0.872,PRE_HARVEST,Vine senescence assessment,26,28,Aug,Sep,8,80% vine dry-down indicates harvest readiness
South West,Yam,2,Feb,9,Sep,0.872,HARVEST,Harvesting and destaking,28,30,Sep,Sep,9,Manual dig; avoid cuts; destake before lifting
South West,Yam,2,Feb,9,Sep,0.872,POST_HARVEST,Barn storage or yam barn construction,30,32,Sep,Oct,9,Stack in shaded barn; inspect monthly for rot
